   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 pythonrational.py:45(__init__)
        1    0.000    0.000    0.000    0.000 pythonrationalfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pythonrationalfield.py:11(PythonRationalField)
        1    0.000    0.000    0.000    0.000 pythonrationalfield.py:20(__init__)
        1    0.000    0.000    0.000    0.000 qfunctions.py:1(<module>)
        1    0.001    0.001    0.092    0.092 qt_compat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:20(IntegrationWarning)
        1    0.000    0.000    0.001    0.001 quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:705(_RangeFunc)
        1    0.000    0.000    0.000    0.000 quadpack.py:718(_OptFunc)
        1    0.000    0.000    0.000    0.000 quadpack.py:727(_NQuad)
        2    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quadrature.py:18(AccuracyWarning)
        6    0.000    0.000    0.000    0.000 quadrature.py:21(__init__)
        1    0.000    0.000    0.000    0.000 quadrature.py:257(TanhSinh)
        1    0.000    0.000    0.000    0.000 quadrature.py:385(GaussLegendre)
        1    0.000    0.000    0.000    0.000 quadrature.py:456(QuadratureMethods)
        3    0.000    0.000    0.000    0.000 quadrature.py:458(__init__)
        1    0.000    0.000    0.000    0.000 quadrature.py:5(QuadratureRule)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:227(QuiverKey)
        1    0.000    0.000    0.000    0.000 quiver.py:395(Quiver)
        1    0.000    0.000    0.000    0.000 quiver.py:867(Barbs)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.001    0.001 radsimp.py:1(<module>)
     2925    0.018    0.000    0.067    0.000 radsimp.py:902(fraction)
     2925    0.004    0.000    0.072    0.000 radsimp.py:984(denom)
  1103712    0.885    0.000    1.200    0.000 random.py:220(_randbelow)
        8    0.000    0.000    0.000    0.000 random.py:250(choice)
    96811    0.594    0.000    1.802    0.000 random.py:258(shuffle)
        1    0.000    0.000    0.008    0.008 random.py:37(<module>)
        1    0.000    0.000    0.001    0.001 random.py:4(<module>)
        1    0.000    0.000    0.000    0.000 random.py:639(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
        2    0.000    0.000    0.001    0.000 random.py:84(__init__)
        2    0.000    0.000    0.001    0.000 random.py:93(seed)
        1    0.000    0.000    0.000    0.000 random_forests.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random_projection.py:25(<module>)
        1    0.000    0.000    0.000    0.000 random_projection.py:289(BaseRandomProjection)
        1    0.000    0.000    0.000    0.000 random_projection.py:424(GaussianRandomProjection)
        1    0.000    0.000    0.000    0.000 random_projection.py:500(SparseRandomProjection)
        1    0.000    0.000    0.000    0.000 randomized_l1.py:187(RandomizedLasso)
        1    0.000    0.000    0.000    0.000 randomized_l1.py:371(RandomizedLogisticRegression)
        1    0.000    0.000    0.000    0.000 randomized_l1.py:4(<module>)
        1    0.000    0.000    0.000    0.000 randomized_l1.py:60(BaseRandomizedLinearModel)
        1    0.000    0.000    0.001    0.001 ranking.py:8(<module>)
        1    0.000    0.000    0.000    0.000 ransac.py:53(RANSACRegressor)
        1    0.000    0.000    0.000    0.000 ransac.py:7(<module>)
        1    0.000    0.000    0.000    0.000 rational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rational.py:24(mpq)
       28    0.000    0.000    0.000    0.000 rational.py:31(__new__)
       28    0.000    0.000    0.000    0.000 rational.py:7(create_reduced)
        1    0.000    0.000    0.000    0.000 rationalfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rationalfield.py:11(RationalField)
        1    0.000    0.000    0.000    0.000 rationaltools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ratsimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rbf.py:44(<module>)
        1    0.000    0.000    0.000    0.000 rbf.py:57(Rbf)
        2    0.000    0.000    0.000    0.000 rcsetup.py:104(validate_any)
        2    0.000    0.000    0.000    0.000 rcsetup.py:109(validate_path_exists)
      189    0.000    0.000    0.000    0.000 rcsetup.py:119(validate_bool)
        3    0.000    0.000    0.000    0.000 rcsetup.py:131(validate_bool_maybe_none)
      200    0.000    0.000    0.000    0.000 rcsetup.py:145(validate_float)
        1    0.000    0.000    0.060    0.060 rcsetup.py:15(<module>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:154(validate_float_or_None)
        3    0.000    0.000    0.000    0.000 rcsetup.py:169(validate_dpi)
       51    0.000    0.000    0.000    0.000 rcsetup.py:180(validate_int)
        3    0.000    0.000    0.000    0.000 rcsetup.py:188(validate_int_or_None)
        6    0.000    0.000    0.000    0.000 rcsetup.py:200(validate_fonttype)
        4    0.000    0.000    0.000    0.000 rcsetup.py:228(validate_backend)
        3    0.000    0.000    0.000    0.000 rcsetup.py:239(validate_toolbar)
        1    0.000    0.000    0.000    0.000 rcsetup.py:267(validate_nseq_float)
        4    0.000    0.000    0.000    0.000 rcsetup.py:268(__init__)
       10    0.000    0.000    0.000    0.000 rcsetup.py:271(__call__)
        7    0.000    0.000    0.000    0.000 rcsetup.py:283(<listcomp>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:288(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 rcsetup.py:289(__init__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:292(__call__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:304(<listcomp>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:309(validate_color_or_inherit)
      234    0.000    0.000    0.002    0.000 rcsetup.py:316(validate_color)
        3    0.000    0.000    0.000    0.000 rcsetup.py:366(validate_aspect)
       44    0.000    0.000    0.000    0.000 rcsetup.py:375(validate_fontsize)
       18    0.000    0.000    0.005    0.000 rcsetup.py:392(validate_font_properties)
        3    0.000    0.000    0.000    0.000 rcsetup.py:409(validate_whiskers)
        3    0.000    0.000    0.000    0.000 rcsetup.py:432(update_savefig_format)
        4    0.000    0.000    0.000    0.000 rcsetup.py:449(validate_ps_distiller)
        3    0.000    0.000    0.000    0.000 rcsetup.py:482(validate_negative_linestyle_legacy)
        3    0.000    0.000    0.000    0.000 rcsetup.py:493(validate_corner_mask)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(ValidateInStrings)
       23    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:528(validate_hinting)
        3    0.000    0.000    0.000    0.000 rcsetup.py:552(validate_bbox)
        3    0.000    0.000    0.000    0.000 rcsetup.py:565(validate_sketch)
      136    0.000    0.000    0.000    0.000 rcsetup.py:57(func)
        1    0.000    0.000    0.000    0.000 rcsetup.py:578(ValidateInterval)
        9    0.000    0.000    0.000    0.000 rcsetup.py:582(__init__)
       30    0.000    0.000    0.000    0.000 rcsetup.py:588(__call__)
       23    0.000    0.000    0.000    0.000 rcsetup.py:62(<listcomp>)
       76    0.000    0.000    0.000    0.000 rcsetup.py:64(__call__)
       12    0.000    0.000    0.002    0.000 rcsetup.py:660(cycler)
        9    0.000    0.000    0.000    0.000 rcsetup.py:73(_listify_validator)
       24    0.000    0.000    0.000    0.000 rcsetup.py:734(<genexpr>)
       14    0.000    0.000    0.003    0.000 rcsetup.py:737(validate_cycler)
       94    0.000    0.000    0.003    0.000 rcsetup.py:74(f)
       35    0.000    0.000    0.000    0.000 rcsetup.py:77(<listcomp>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:83(<listcomp>)
       59    0.000    0.000    0.002    0.000 rcsetup.py:95(<listcomp>)
        1    0.000    0.000    0.000    0.000 rcv1.py:2(<module>)
     1072    0.001    0.000    0.006    0.000 re.py:160(match)
        6    0.000    0.000    0.000    0.000 re.py:170(search)
      304    0.000    0.000    0.001    0.000 re.py:175(sub)
      307    0.000    0.000    0.052    0.000 re.py:222(compile)
        2    0.000    0.000    0.000    0.000 re.py:240(escape)
     1689    0.003    0.000    0.055    0.000 re.py:278(_compile)
       18    0.000    0.000    0.000    0.000 re.py:306(_compile_repl)
       18    0.000    0.000    0.000    0.000 re.py:323(_subx)
        3    0.000    0.000    0.000    0.000 re.py:329(filter)
        1    0.000    0.000    0.001    0.001 realfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 realfield.py:14(RealField)
        1    0.000    0.000    0.000    0.000 realfield.py:46(__init__)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 recurr.py:48(<module>)
        1    0.000    0.000    0.000    0.000 refine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 regression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 regression.py:168(RadiusNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 regression.py:19(KNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 regression.py:8(<module>)
        1    0.000    0.000    0.002    0.002 relational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relational.py:23(Relational)
        1    0.000    0.000    0.000    0.000 relational.py:230(Equality)
       11    0.000    0.000    0.000    0.000 relational.py:286(__new__)
        1    0.000    0.000    0.000    0.000 relational.py:322(Unequality)
        1    0.000    0.000    0.000    0.000 relational.py:376(_Inequality)
        1    0.000    0.000    0.000    0.000 relational.py:411(_Greater)
        1    0.000    0.000    0.000    0.000 relational.py:429(_Less)
        1    0.000    0.000    0.000    0.000 relational.py:447(GreaterThan)
        1    0.000    0.000    0.000    0.000 relational.py:698(LessThan)
        1    0.000    0.000    0.000    0.000 relational.py:712(StrictGreaterThan)
        1    0.000    0.000    0.000    0.000 relational.py:726(StrictLessThan)
        1    0.000    0.000    0.000    0.000 relativedelta.py:14(weekday)
        7    0.000    0.000    0.000    0.000 relativedelta.py:17(__init__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:42(<listcomp>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:45(relativedelta)
        1    0.000    0.000    0.000    0.000 release.py:1(<module>)
        1    0.000    0.000    0.000    0.000 repr.py:17(ReprPrinter)
        1    0.000    0.000    0.000    0.000 repr.py:6(<module>)
        2    0.000    0.000    0.000    0.000 reprlib.py:41(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1135(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1153(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1165(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1279(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1288(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1303(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1321(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1379(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1437(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1495(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1548(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1605(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2051(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2304(ftpwrapper)
        1    0.000    0.000    0.000    0.000 request.py:264(Request)
        1    0.000    0.000    0.000    0.000 request.py:374(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:552(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:571(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:588(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:592(HTTPRedirectHandler)
        1    0.000    0.000    0.041    0.041 request.py:68(<module>)
        1    0.000    0.000    0.000    0.000 request.py:734(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:776(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:840(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:850(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.001    0.001 request.py:881(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:961(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:972(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:991(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 residue_ntheory.py:3(<module>)
        1    0.000    0.000    0.000    0.000 residue_ntheory.py:871(mobius)
        1    0.000    0.000    0.000    0.000 residues.py:4(<module>)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.006    0.006 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 rfe.py:23(RFE)
        1    0.000    0.000    0.000    0.000 rfe.py:270(RFECV)
        1    0.000    0.000    0.001    0.001 rfe.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ridge.py:1044(RidgeCV)
        1    0.000    0.000    0.000    0.000 ridge.py:1137(RidgeClassifierCV)
        1    0.000    0.000    0.005    0.005 ridge.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ridge.py:436(_BaseRidge)
        1    0.000    0.000    0.000    0.000 ridge.py:482(Ridge)
        1    0.000    0.000    0.000    0.000 ridge.py:622(RidgeClassifier)
        1    0.000    0.000    0.000    0.000 ridge.py:766(_RidgeGCV)
        1    0.000    0.000    0.000    0.000 ridge.py:984(_BaseRidgeCV)
        1    0.000    0.000    0.000    0.000 ring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ring.py:10(Ring)
        1    0.000    0.000    0.000    0.000 ring_series.py:42(<module>)
        1    0.000    0.000    0.003    0.003 rings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rings.py:187(PolyRing)
        1    0.000    0.000    0.000    0.000 rings.py:525(PolyElement)
        2    0.000    0.000    0.000    0.000 rl.py:12(rm_id)
        1    0.000    0.000    0.001    0.001 rl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 rl.py:41(glom)
        1    0.000    0.000    0.000    0.000 rl.py:77(sort)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1656(RealInterval)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1767(ComplexInterval)
        1    0.000    0.000    0.043    0.043 rootoftools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rootoftools.py:72(RootOf)
        1    0.000    0.000    0.000    0.000 rootoftools.py:752(RootSum)
        1    0.000    0.000    0.000    0.000 rootoftools.py:86(ComplexRootOf)
        1    0.000    0.000    0.000    0.000 rrule.py:1089(_iterinfo)
        1    0.000    0.000    0.000    0.000 rrule.py:109(rrulebase)
        1    0.000    0.000    0.000    0.000 rrule.py:1284(rruleset)
        1    0.000    0.000    0.000    0.000 rrule.py:1292(_genitem)
        1    0.000    0.000    0.000    0.000 rrule.py:1393(_rrulestr)
        1    0.000    0.000    0.000    0.000 rrule.py:320(rrule)
        1    0.000    0.000    0.000    0.000 rrule.py:62(weekday)
        7    0.000    0.000    0.000    0.000 rrule.py:65(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:7(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:93(<listcomp>)
        4    0.000    0.000    0.000    0.000 rrule.py:96(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 rszeta.py:49(<module>)
        1    0.000    0.000    0.000    0.000 rszeta.py:53(RSCache)
        3    0.000    0.000    0.000    0.000 rszeta.py:54(__init__)
        1    0.000    0.000    0.000    0.000 rules.py:3(<module>)
        1    0.000    0.000    0.000    0.000 rules.py:8(Transform)
        1    0.000    0.000    0.004    0.004 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 runtests.py:102(get_sympy_dir)
        1    0.000    0.000    0.000    0.000 runtests.py:118(sys_normcase)
        1    0.000    0.000    0.000    0.000 runtests.py:1205(SymPyDocTests)
        1    0.000    0.000    0.013    0.013 runtests.py:13(<module>)
        1    0.000    0.000    0.000    0.000 runtests.py:1434(SymPyDocTestFinder)
        1    0.000    0.000    0.000    0.000 runtests.py:1623(SymPyDocTestRunner)
        1    0.000    0.000    0.000    0.000 runtests.py:1699(SymPyOutputChecker)
        1    0.000    0.000    0.000    0.000 runtests.py:1797(Reporter)
        1    0.000    0.000    0.000    0.000 runtests.py:1804(PyTestReporter)
        1    0.000    0.000    0.000    0.000 runtests.py:45(Skipped)
        1    0.000    0.000    0.000    0.000 runtests.py:957(SymPyTests)
        1    0.000    0.000    0.001    0.001 sag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 samples_generator.py:25(_generate_hypercube)
        1    0.000    0.000    0.000    0.000 samples_generator.py:3(<module>)
        1    0.000    0.000    0.002    0.002 samples_generator.py:38(make_classification)
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:105(LogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:119(Log10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:130(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:144(Log2Transform)
        1    0.000    0.000    0.000    0.000 scale.py:155(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 scale.py:169(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:18(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:180(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:194(LogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:216(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:233(LogScale)
        1    0.000    0.000    0.000    0.000 scale.py:326(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:359(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:391(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 scale.py:496(LogitTransform)
        1    0.000    0.000    0.000    0.000 scale.py:519(LogisticTransform)
        1    0.000    0.000    0.000    0.000 scale.py:537(LogitScale)
        5    0.000    0.000    0.000    0.000 scale.py:586(get_scale_names)
        1    0.000    0.000    0.000    0.000 scale.py:59(LinearScale)
        1    0.000    0.000    0.000    0.000 scale.py:619(get_scale_docs)
        4    0.000    0.000    0.000    0.000 scale.py:629(<listcomp>)
        1    0.000    0.000    0.000    0.000 scale.py:637(<listcomp>)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 scorer.py:130(_ThresholdScorer)
        1    0.000    0.000    0.000    0.000 scorer.py:14(<module>)
       27    0.000    0.000    0.000    0.000 scorer.py:249(make_scorer)
        1    0.000    0.000    0.000    0.000 scorer.py:36(_BaseScorer)
       27    0.000    0.000    0.000    0.000 scorer.py:37(__init__)
        1    0.000    0.000    0.000    0.000 scorer.py:59(_PredictScorer)
        1    0.000    0.000    0.000    0.000 scorer.py:93(_ProbaScorer)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:394(EpollSelector)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.006    0.006 sequences.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sequences.py:25(SeqBase)
        1    0.000    0.000    0.000    0.000 sequences.py:295(EmptySequence)
        1    0.000    0.000    0.000    0.000 sequences.py:332(SeqExpr)
        1    0.000    0.000    0.000    0.000 sequences.py:382(SeqPer)
        1    0.000    0.000    0.000    0.000 sequences.py:526(SeqFormula)
        1    0.000    0.000    0.000    0.000 sequences.py:673(SeqExprOp)
        1    0.000    0.000    0.000    0.000 sequences.py:730(SeqAdd)
        1    0.000    0.000    0.000    0.000 sequences.py:836(SeqMul)
        1    0.000    0.000    0.000    0.000 series.py:1(<module>)
        1    0.000    0.000    0.000    0.000 series_class.py:14(SeriesBase)
        1    0.000    0.000    0.000    0.000 series_class.py:4(<module>)
        1    0.000    0.000    0.000    0.000 session.py:1(<module>)
        1    0.000    0.000    0.003    0.003 sets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sets.py:1111(Union)
        1    0.000    0.000    0.000    0.000 sets.py:1330(Intersection)
        1    0.000    0.000    0.000    0.000 sets.py:1560(Complement)
        1    0.000    0.000    0.000    0.000 sets.py:1617(EmptySet)
        1    0.000    0.000    0.000    0.000 sets.py:1684(UniversalSet)
        1    0.000    0.000    0.000    0.000 sets.py:1739(FiniteSet)
       18    0.000    0.000    0.002    0.000 sets.py:1764(__new__)
       11    0.000    0.000    0.000    0.000 sets.py:1863(_contains)
        1    0.000    0.000    0.000    0.000 sets.py:1957(SymmetricDifference)
        1    0.000    0.000    0.000    0.000 sets.py:24(Set)
       11    0.000    0.000    0.000    0.000 sets.py:266(contains)
       28    0.000    0.000    0.000    0.000 sets.py:49(_infimum_key)
        1    0.000    0.000    0.000    0.000 sets.py:493(__mul__)
       11    0.000    0.000    0.000    0.000 sets.py:507(__contains__)
        1    0.000    0.000    0.000    0.000 sets.py:514(ProductSet)
        1    0.000    0.000    0.000    0.000 sets.py:555(__new__)
      3/1    0.000    0.000    0.000    0.000 sets.py:556(flatten)
        1    0.000    0.000    0.000    0.000 sets.py:666(Interval)
        3    0.000    0.000    0.000    0.000 sets.py:710(__new__)
        9    0.000    0.000    0.000    0.000 sets.py:717(<genexpr>)
        9    0.000    0.000    0.000    0.000 sets.py:725(<genexpr>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_base.py:61(atleast_2d)
       22    0.000    0.000    0.000    0.000 shape_base.py:9(atleast_1d)
        1    0.000    0.000    0.000    0.000 shutil.py:49(Error)
        1    0.000    0.000    0.007    0.007 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:52(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:55(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:59(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:62(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(RegistryError)
        1    0.000    0.000    0.003    0.003 signal.py:1(<module>)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.003    0.003 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 simpledomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 simpledomain.py:8(SimpleDomain)
        1    0.000    0.000    0.015    0.015 simplify.py:1(<module>)
        1    0.000    0.000    0.000    0.000 singleton.py:1(<module>)
        1    0.000    0.000    0.000    0.000 singleton.py:10(SingletonRegistry)
    22/19    0.000    0.000    0.012    0.001 singleton.py:102(__call__)
        1    0.000    0.000    0.000    0.000 singleton.py:20(__init__)
       25    0.000    0.000    0.000    0.000 singleton.py:31(register)
    17/15    0.000    0.000    0.012    0.001 singleton.py:34(__getattr__)
        1    0.000    0.000    0.000    0.000 singleton.py:58(Singleton)
       25    0.000    0.000    0.001    0.000 singleton.py:97(__new__)
        1    0.000    0.000    0.037    0.037 singularities.py:1(<module>)
        5    0.001    0.000    0.004    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:101(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       44    0.000    0.000    0.000    0.000 six.py:103(__init__)
       43    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 six.py:106(MovedAttribute)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedAttribute)
        9    0.000    0.000    0.000    0.000 six.py:108(__init__)
       67    0.000    0.000    0.000    0.000 six.py:110(__init__)
        2    0.000    0.000    0.000    0.000 six.py:112(_resolve)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:122(_LazyModule)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:124(__init__)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        4    0.000    0.000    0.000    0.000 six.py:128(_resolve)
        4    0.000    0.000    0.000    0.000 six.py:130(callable)
       10    0.000    0.000    0.000    0.000 six.py:131(<genexpr>)
        1    0.000    0.000    0.000    0.000 six.py:132(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:134(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:137(MovedAttribute)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       81    0.000    0.000    0.000    0.000 six.py:139(__init__)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
        9    0.000    0.000    0.043    0.005 six.py:157(_resolve)
        2    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:162(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:169(__init__)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       51    0.000    0.000    0.000    0.000 six.py:173(_add_module)
       50    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:177(_get_module)
       40    0.000    0.000    0.000    0.000 six.py:180(find_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
       36    0.000    0.000    0.000    0.000 six.py:184(find_module)
        8    0.000    0.000    0.000    0.000 six.py:185(__get_module)
        2    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        4    0.000    0.000    0.000    0.000 six.py:191(load_module)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 six.py:202(Module_six_moves_urllib_parse)
        4    0.000    0.000    0.000    0.000 six.py:205(is_package)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:225(_MovedItems)
